Gene	Score
AGRP	-0.7702262716636609
WDR81	-0.7699687140769238
WWP1	-0.7696804963152956
USP6NL	-0.7696523381075719
PDHX	-0.7695215519088293
ST3GAL3	-0.7690798753904657
ACSL6	-0.7689394453123329
BRD7	-0.7689393252370178
SCG5	-0.7687968427325936
PSMD9	-0.7687222681487664
AKT1S1	-0.7686958220838152
ZNF786	-0.7683179698842727
WDHD1	-0.7679614553478763
ZNF653	-0.7679050035796395
MC4R	-0.7679046527901509
ATP11C	-0.7677797399334942
ACSL5	-0.7672509594662783
SNX16	-0.7671557273534781
MYO6	-0.7659063560061169
GABARAPL1	-0.765416136723665
C17orf99	-0.7649665106830379
KIF2A	-0.7648866308464258
COIL	-0.7647578267951937
STARD10	-0.7645887410616005
COL15A1	-0.7645582660180646
ST3GAL5	-0.7645400606070969
NEK1	-0.7644280230701512
IGSF10	-0.7641396152543181
LONP1	-0.7640462528975953
ATP13A3	-0.7639256999988384
C9orf50	-0.7638371377099679
NRIP3	-0.7637573470235582
ME2	-0.7635897126998433
OXCT1	-0.7635764862716049
RESP18	-0.7634439938628375
TBC1D24	-0.7634390640970926
GP9	-0.7633022411288337
PAQR9	-0.7633016528988418
RNF4	-0.763295260240559
IMP4	-0.7631484880196528
KLHL17	-0.7630650305527887
TUBA3E	-0.7630160337501182
ANKRD13C	-0.7628928031967773
ARHGDIG	-0.762105266961735
KCNT1	-0.7620113630418575
MRPS21	-0.7619072627110572
TEX22	-0.7615038027765401
GPR155	-0.7611534580349293
CROCC	-0.7607123509227526
ANKRD13A	-0.7606624543727787
PANK4	-0.7604839349766115
INPP5A	-0.760230261456719
CD151	-0.7602191042250289
SESN1	-0.7600531941245667
PDXK	-0.7599255327263356
DPP3	-0.7596900891149995
GFER	-0.7595380786671361
ANKRD13D	-0.7595105450502855
ABCD4	-0.7594749052077155
MCRS1	-0.7591662177333226
FKBP4	-0.7589452780869519
ACAT2	-0.7586655554627897
B3GALNT2	-0.7586277864157445
ZNF692	-0.7571206920056106
CPSF4	-0.7570062578694343
DGKZ	-0.756998876401832
TAF9B	-0.7569593535128177
ZDHHC22	-0.7569041193583942
LANCL1	-0.7563155358228133
VWA3A	-0.7563076020580176
EPHA1	-0.7562885680649862
GRIA2	-0.7559745647115367
GDF5	-0.7556046137239173
MAPK1IP1L	-0.7553675132954913
ACVR2B	-0.7547508057738916
ERAS	-0.754676283416307
APLP1	-0.754255975310933
TRAPPC9	-0.7540130004753668
RAB43	-0.7538011879334797
NFIA	-0.7536690591667907
WDR46	-0.7536658951844698
UROS	-0.7536572370672211
EPHX2	-0.753506931387639
CRAT	-0.75348847435062
MSI2	-0.7532706515296409
NDST2	-0.7531862076562997
ZNF316	-0.7529667116205823
REV1	-0.7529027817228351
NOC4L	-0.752880241481214
TMEM45B	-0.7524099760852574
FGFBP3	-0.7522453504600427
STK38L	-0.7522423635853612
MPHOSPH9	-0.7517372918433008
GZMH	-0.7516126378692198
HIF1AN	-0.7516080031261375
CCDC13	-0.7515585637152472
PCDHB2	-0.7513916139745395
ARPP21	-0.7513591964275457
HS2ST1	-0.7512330308352713
MGAT4B	-0.7510401023256194
ZBTB46	-0.7510344242282494
HACE1	-0.7509562072039548
FANCI	-0.750873030563136
TAAR9	-0.750850880785731
PLXNC1	-0.7508427375575013
LARS2	-0.7508177297105519
C1orf158	-0.7501604160041987
PMPCA	-0.7501601128959096
MCM5	-0.7497481358680606
FBXL5	-0.749299328658106
DNAJC6	-0.7488709471450209
NAT2	-0.7486748075517462
CBLL1	-0.7486312003778298
PRPH	-0.7485154683374788
OR6P1	-0.7483483140497629
ZNF521	-0.7478190491284972
NME4	-0.7475399799657796
TGFB1I1	-0.7474833624446703
MMP20	-0.7472337210321905
CBR1	-0.7472293183810864
TMEM91	-0.7469022382022232
SREBF2	-0.746733050020477
OPA1	-0.7463287998828146
OR9I1	-0.7461749651822931
C1QTNF4	-0.7458114229272219
RALBP1	-0.7457952130444109
HNRNPAB	-0.7454899551954945
POLR3B	-0.7449831365154088
RPS15	-0.7448747687620798
ALG9	-0.7448436547175112
CAMKV	-0.744842174854982
LGR4	-0.7448013561564203
CENPI	-0.7447224097028681
EFNA5	-0.7447129774568905
COBLL1	-0.7445018537571947
HNRNPH1	-0.7443619253212318
PTRH1	-0.7443092154277222
KIF22	-0.7441356652069937
PSMC1	-0.7440251959253874
HIRA	-0.7439521366199934
SCAMP4	-0.7436919065566754
SERPINA5	-0.7435949118564095
TXNDC17	-0.7435871221713838
TMCO3	-0.7432196956136541
BOK	-0.7430683267057522
RSL1D1	-0.7430580562533504
ASB12	-0.7430505486456014
GLDC	-0.7430411641401844
SEZ6L2	-0.7430403415761174
GABBR2	-0.7428627488382107
CD248	-0.7426487749789221
KCNQ4	-0.7424581635791578
CYB5D1	-0.7423425102989236
SNN	-0.7422601531756908
BEX1	-0.7422262440501403
HBA1	-0.7421256515113933
LAMP3	-0.7419800889779888
HSPD1	-0.7418618056643356
MCCC2	-0.7418247181377744
DKKL1	-0.7417852910027743
PLP1	-0.7415761355821684
PCDHGA1	-0.7412663335622772
SSBP3	-0.7412296588637923
RAB33A	-0.7410946821262874
HYAL3	-0.7410924213518049
CFAP251	-0.741090703330574
CASP6	-0.7410644329548782
PHYHIP	-0.741047576906324
TMEM121	-0.7409097877077123
SLC37A3	-0.7408978823425423
KIFC2	-0.7408140556944622
LRRC66	-0.7402985909880248
DECR1	-0.740201038247326
CDC14B	-0.7398403575985454
MFHAS1	-0.7398270780010185
CLIC4	-0.7397667501088563
PPFIA1	-0.7394640525835651
PON2	-0.7394151395846497
RAP2A	-0.7392214347560794
DDAH2	-0.7392011721065087
DMGDH	-0.7391192475300745
KRTAP3-3	-0.7391135446651087
DAZ2	-0.7390865156790664
ZADH2	-0.7389702209281184
KBTBD8	-0.7389310951474428
PNRC2	-0.73888248401256
PPP1R16B	-0.7383698778269374
PSMF1	-0.7382530488117888
COX11	-0.7378588503100484
LRRC8C	-0.7375603433435325
TMEM159	-0.7373757357611479
LRRN4CL	-0.7369159118370652
CREG1	-0.7364319048597571
KCNE1B	-0.7362524236634606
SNRPB	-0.7361106396898007
DDHD2	-0.7359262505544942
ST6GALNAC5	-0.7354542594865826
SPAG4	-0.7353173981717733
C2orf72	-0.735076533064438
TMEM147	-0.7349559254288907
MRPS14	-0.73493621469417
CCK	-0.7349049540884759
FXN	-0.7346891749595038
OAZ2	-0.7346174362248779
KCNJ8	-0.7345532399632845
CCDC68	-0.734400988873925
SLC39A7	-0.7337772221381188
C17orf100	-0.733756354602195
EIF2B5	-0.7335605680762476
CCDC9	-0.7332914447335321
PDLIM1	-0.7332234281595376
ESAM	-0.7328986979520771
ACAD9	-0.7327833847880415
EXOC3	-0.7323391912646182
ATP11B	-0.7320350435762727
DMXL1	-0.7318566033096877
IGF1	-0.7317799151037869
GIMAP4	-0.7317675506023066
CAPN7	-0.7317172861236585
HHIPL1	-0.7315013017816849
NPY1R	-0.731499065847438
MRPL9	-0.7314489444347915
THSD1	-0.7313987704192124
VWF	-0.7313859223922639
TWSG1	-0.7312949104012103
MAST4	-0.7311606237723461
FAM135A	-0.7310758759859523
COX7A2L	-0.7308017121557411
RIC3	-0.7307906231247069
SHPRH	-0.7306791840764321
TREML1	-0.7303641757100192
RAG1	-0.7303586432173848
RALGPS1	-0.7297416184314535
IGF2R	-0.7290837904123906
IMPACT	-0.7287936221672681
SLC20A1	-0.7287825483992395
MMP14	-0.7287732565703408
USPL1	-0.7286961382721582
RPS24	-0.7285039080931713
ITPKC	-0.7284626502512954
RPL22	-0.7283213645581833
HEXIM2	-0.7277111720141524
PRMT2	-0.7275496590487098
ASPH	-0.7273933678060744
CCT4	-0.7272147854067758
S1PR4	-0.7271718966773912
GABRD	-0.7271562402140321
ATPAF2	-0.7268990722232556
POLE3	-0.7268533917097628
PHF3	-0.7267761058934088
SLC20A2	-0.7265593436980029
CDC23	-0.726354695212047
STK25	-0.7261306973096555
NPBWR1	-0.7260785305603776
SMARCE1	-0.7259943003131097
RNGTT	-0.7259019398878274
SLC25A5	-0.7257272328983209
MACROD2	-0.7256607801111893
NRBP1	-0.7255671792922093
SYTL4	-0.7254367999054001
UBR5	-0.7252993905117088
NOX4	-0.7252884525179268
FAHD1	-0.7248349828120981
PPIF	-0.7248077312182711
ZHX1	-0.7247774979112966
DGCR8	-0.7246579916046666
LPO	-0.7245969833483411
MKLN1	-0.7245340708635928
THOP1	-0.7242454180445385
HOXD11	-0.7241253580195893
ITGA3	-0.7236572718787607
ABCC5	-0.7235737518074563
METRN	-0.7235493808733615
IL1RL1	-0.7235249495381239
CHL1	-0.7235022963677472
SESN3	-0.7233063752637899
ND4	-0.7232030051087854
CUL5	-0.7231682186898934
RC3H1	-0.7229039896844608
ERCC2	-0.722390559766878
TNFRSF11B	-0.7223368223908958
EI24	-0.7220919163529981
TCF7L2	-0.7220387940523975
SCNN1B	-0.7219625149445784
MAPK14	-0.7212838077421599
RPS15A	-0.7212155481134315
REEP6	-0.7210577579755935
SEMA5B	-0.720919470861733
ABHD13	-0.7207927550995546
RNF5	-0.72073758067669
MTHFSD	-0.7207074245497974
GPN2	-0.7205231019468384
PLA2G12A	-0.720507591774339
RNPS1	-0.7204969528175529
MLLT3	-0.7203173975252344
TSR1	-0.7202480938879711
NET1	-0.7202162648617854
OR2D2	-0.7196300896144094
PPP3R1	-0.7195725625530569
ACTN4	-0.7195178266305718
FECH	-0.7191429787264476
LSM11	-0.7188719164739644
ZNF207	-0.7188272103928619
SLC38A9	-0.7187206840699927
PUS1	-0.7182473822209136
HYAL2	-0.7182442834046059
ATP7B	-0.7181082081231095
ACBD7	-0.7180832972802568
AHSA1	-0.7179063055816676
RNPEPL1	-0.7178373247703602
ITGA5	-0.7177179126046176
ZNF410	-0.7176880735233911
RHCE	-0.7175888403901288
ARGLU1	-0.717573860319914
EBF3	-0.7173645885995111
IL9	-0.7172725383421056
CDV3	-0.7170049217362425
METTL4	-0.7168825701593908
QSOX2	-0.7168068131700835
PIP4K2B	-0.7165033271201715
ZNF407	-0.7163103074917174
AK3	-0.7162037622258068
SAMD12	-0.7159864328170377
CCDC88A	-0.7159804167872932
AMBRA1	-0.7159020049355908
DUSP16	-0.7158228735367282
OR5AR1	-0.7156290467359876
MINK1	-0.7154029439928801
DRD4	-0.715307382405133
ATP2C2	-0.7151948921284514
ASB1	-0.7151231277329857
CHEK1	-0.7150940314525197
RGS8	-0.7148791384596396
NEK3	-0.7142946102449642
SNX17	-0.7142190136940455
EIF2B1	-0.7142176746749304
SLC17A6	-0.7134738433585744
TMPRSS11F	-0.7131211727489802
CCDC14	-0.712500289477111
MLH3	-0.7122734733822442
ZNF235	-0.7121741250152313
GNAZ	-0.7120702695636916
PIGW	-0.7119921454603466
TOMM40L	-0.7116082954632033
ODF2	-0.711380178849107
MMP2	-0.7113545530924228
LIG3	-0.7112558690367968
FCRLA	-0.7111370497199795
COG3	-0.7110142827902142
SC5D	-0.7110098406749901
RAB17	-0.7106451929267454
SLC35A3	-0.7104399857726252
ZEB1	-0.7104296295968224
TSHR	-0.7103659671492769
DYNC2H1	-0.7103628070155102
FBXO25	-0.7102965723404583
GTF3C4	-0.7101664168189097
AGPAT5	-0.7098853893909304
SMARCD3	-0.7095924525796788
PCDHB7	-0.7095373292632481
ZNF12	-0.7091054764693001
STRN4	-0.7086347574044608
CLEC4M	-0.70859054278731
GAS6	-0.7084264552574774
PKP2	-0.7080616194367791
RWDD2B	-0.7079608729905101
TMEM17	-0.7078894949285831
GLRA1	-0.7077261678822891
PDE5A	-0.7075389005859627
QPRT	-0.70749501859484
ACTR1A	-0.7072320459010221
IRF2BP1	-0.7071181274451287
IARS2	-0.7070048328527442
THOC5	-0.7069189098785644
PRDX2	-0.706610346154106
ABCC10	-0.7065670703711416
NIPA1	-0.7065289425330115
ZNF672	-0.7063892103106164
PTPN14	-0.7057917637304485
ABCF2	-0.7057857182235123
HTRA3	-0.7057813372141063
LETM2	-0.7055887581437463
ABLIM3	-0.7055532668216147
SF3B4	-0.7054485704166359
AFG3L2	-0.7054479772691193
BCL7C	-0.7054340971127353
TAT	-0.705314043591111
MTIF3	-0.7052173059662761
NASP	-0.705086698006078
P4HA3	-0.7048999767429819
HTR2B	-0.7047639260380126
PTTG1IP	-0.7044309928827654
CHRNB1	-0.7043649517765765
PRPF40A	-0.704323724353822
AARS2	-0.7041935611238401
ONECUT2	-0.704134817424109
SGSM1	-0.703985395444872
AKAP8	-0.7037201044706015
NRAS	-0.7035103597555517
ARL2BP	-0.7031159343548394
CCL21	-0.703113636659349
REV3L	-0.7030899167879154
PITX3	-0.7029312862121555
THUMPD1	-0.7028868325042854
RHBDF1	-0.7024700496136641
GADD45A	-0.7020518025655871
NPEPPS	-0.7019091568940447
CD59	-0.7018474619843544
PRDM4	-0.7017912346341479
C20orf194	-0.7017407663669759
CHAF1A	-0.7015339598242356
PRRX2	-0.7008919057451792
C17orf80	-0.7004515161786723
LZTS1	-0.7003782901197911
LIME1	-0.7002424980427053
USP7	-0.7001887256677954
NUDCD1	-0.700055695565104
UBE3B	-0.6999361531731321
MAP3K4	-0.6996790489588719
TBC1D17	-0.6996246378811252
SLC2A13	-0.699360994983547
FCRL1	-0.6991092849567542
SLC14A1	-0.6987215088693397
MTA1	-0.6986601854361171
COG2	-0.6986276661022471
ANKFN1	-0.6984068643110705
HECTD2	-0.6983282785911595
NBR1	-0.697740189212247
CPEB4	-0.6976817721789806
ENG	-0.6975590920411597
AGGF1	-0.6972152667789819
AVEN	-0.6965278761669539
SMTNL2	-0.6965049858922273
GPR50	-0.6961615926322227
PDZRN3	-0.6958186834575205
SLC6A8	-0.6957881908021993
PAX3	-0.6956314679838225
WDR43	-0.695542280174549
FGFR2	-0.6954878746927943
IL17RC	-0.6954407010091797
GRIK5	-0.6954384450171934
SSBP2	-0.6951697970498991
PLP2	-0.695107593756469
OR5A1	-0.6951064912167275
TMEM132D	-0.6948724802237498
FPGT	-0.6948472477497427
VPS39	-0.6943907629615103
LACTB2	-0.6943294831341539
MAPKAP1	-0.6941582521255557
EIF4EBP1	-0.694104690826263
THSD7A	-0.6939532503420107
MCPH1	-0.693647537476073
CYP2C8	-0.6935786228769123
MIER1	-0.6934933836726435
GOLGA4	-0.6933107192341293
ABCA6	-0.6932198807294255
MSRB2	-0.6927332065634836
STX2	-0.6926946243577186
ATP5IF1	-0.692294129698245
HNF4A	-0.6920484680765726
ZNF335	-0.6920188962289097
TYW1	-0.6919173760990144
UNC50	-0.6916709175045207
KANK1	-0.691648817420936
USP54	-0.6913601561372171
PDRG1	-0.6913137323836211
SRXN1	-0.6912470174615469
PHOSPHO1	-0.691145509905667
GLYCTK	-0.6910045844847449
TRMT11	-0.690641584779789
ZFP3	-0.6906234024875724
PACS2	-0.690495798094329
PROKR1	-0.6904337582998129
PLA2G6	-0.690365889129978
PRPF18	-0.690273101120817
ASXL1	-0.6900491840571331
CNOT1	-0.6899376163705525
MTSS1	-0.6896408542144503
GTF2IRD1	-0.6894706383289155
SOD1	-0.6891021823902161
SEC61A2	-0.6889457566763194
SEC31B	-0.6888742521235388
SPAG7	-0.6888266488071424
PPRC1	-0.6888135749652863
FGD5	-0.688731529677247
SUPV3L1	-0.6887030815172757
DDIT4L	-0.6884272012366071
GPX7	-0.6883765327119603
ACP2	-0.6882200862029355
C20orf27	-0.6880189764382522
KARS1	-0.6880173116668388
GNL3L	-0.6877937534492575
VARS2	-0.6873005238395052
ATXN2L	-0.6872631903032791
HCFC1R1	-0.6871231199826828
ARMC2	-0.6869959331457868
TROAP	-0.6869589291374627
TTC4	-0.6867829853079486
POMC	-0.6865987768771383
SH3YL1	-0.6864655521578209
SMARCA1	-0.6861676437895075
ANGEL2	-0.6860469023261515
PLG	-0.6859531981316425
PIGP	-0.6858105543876422
ATP6V0D1	-0.6852938904280613
RECQL	-0.6852216195178055
WDR6	-0.6850190265923533
NXF1	-0.6848960589440111
EPHA7	-0.6845838271449259
SIX5	-0.6845695172962205
COQ7	-0.6841498695686292
VDAC1	-0.6841306254412362
KLHDC2	-0.6839782472799053
TP63	-0.6838770862601107
GTF2F1	-0.6836288985085974
LOXL4	-0.6835850150816883
C1GALT1	-0.6834913146005169
KLRD1	-0.6834507281746683
EIF4ENIF1	-0.6832346290312402
SMARCA5	-0.6831970216632676
PLEKHO1	-0.6830741842930149
RUVBL1	-0.6830626227308618
FABP6	-0.6823896486351891
TMPRSS2	-0.682143444780552
SGCA	-0.6820283104850002
ELOVL3	-0.6819634831805697
DHX29	-0.6819246840720484
HTRA2	-0.6815777930658559
PHF5A	-0.681556813792028
YPEL1	-0.6814826120922113
LIG1	-0.6814505585588533
HSD17B10	-0.6813310950287842
ABLIM2	-0.6812960810360348
FOXO4	-0.6812621430757233
GPR1	-0.6811451970715159
MTRR	-0.6809686087719434
ADAMTSL1	-0.6807812754769753
ECT2	-0.680776550239261
ATP8A2	-0.6807082354483601
TMEM135	-0.6806882499462981
ZIC4	-0.6806397948019437
C1orf56	-0.6802910873754674
CD276	-0.6801150176990982
GADD45GIP1	-0.6800603544463503
VRK2	-0.6796323381428345
PMM1	-0.6796081900124581
CTDSP1	-0.6795498621509368
OR8K1	-0.6794412767009045
PHTF2	-0.6794015496084013
TMEM25	-0.6792403468938023
NTNG2	-0.6791394838627424
DVL1	-0.6790163228727885
PGAM5	-0.678812339142474
LGR6	-0.6787414893524906
CEP68	-0.6785908992648703
TPP1	-0.6785778124961984
HAP1	-0.6785274403752852
RYK	-0.6784756340355707
HNRNPH2	-0.6783973135225713
CAGE1	-0.6783702977195505
ZCWPW1	-0.6782409745461002
FCHO1	-0.6782015349090472
RPRD1B	-0.6780679634264076
EPOR	-0.6778750100034673
IL17RE	-0.6778239982694056
PAFAH1B3	-0.6778092257647338
DTNB	-0.6775759495075385
FEM1B	-0.677536782905337
LOC100505841	-0.6775275906351393
EGLN1	-0.6774961279007646
GIMAP6	-0.6774103939290131
DDN	-0.6773299805089268
POPDC2	-0.6772957250031494
RPL13A	-0.6770700065669656
CLEC4F	-0.6770582638723965
LGALS7	-0.6770033121871127
DHX35	-0.6769663870950091
RPL26	-0.6769146342834588
SLC6A16	-0.6765767082207811
TMEM9	-0.6765631630986252
ANO7	-0.6765207627438422
TCEA2	-0.6764433777763126
FBXL13	-0.6762249271422418
C20orf173	-0.6762102094630317
SMARCAD1	-0.6760158896655529
ACBD4	-0.6759321291250607
LIN7B	-0.6759118326012183
EPDR1	-0.6758617575410112
PSMC4	-0.6757164511206912
SAC3D1	-0.6756039277060809
RHBDD3	-0.6755693656475746
TOB1	-0.6754544322219022
OTUD6B	-0.6752360847035446
PDGFRA	-0.6752294088718939
RAN	-0.6752040304955337
BIRC5	-0.6750798275783452
ATIC	-0.6750115539919088
UBXN1	-0.6749733593026704
CHCHD3	-0.6749649418906498
ZFP57	-0.6744713976375584
SLC25A36	-0.6743691203814
NT5DC2	-0.674366148796472
HTR2A	-0.6743276128861515
SMC1A	-0.6740744719667955
PSMD5	-0.6740152769550507
ADCY7	-0.6739983948233398
EFR3A	-0.6739512845619975
ZBTB17	-0.6738905133937766
SLMAP	-0.6738898040489537
BRCA2	-0.673777790017281
POP7	-0.6737619232144684
MAT2A	-0.6735412427111616
APOOL	-0.6733624040718894
B4GALT3	-0.6731387627512082
COPS7B	-0.6731284048092172
SORD	-0.6730724148857121
EIF4A3	-0.67287912975405
ACP1	-0.6728622221183177
SEC23IP	-0.6728399984189283
TMEM208	-0.672771096003964
AKAP1	-0.6727583840483448
GKN1	-0.6727473162004707
MRPS24	-0.6726670746510786
EFTUD2	-0.6726637884124849
UNK	-0.6724465010216915
NPAS4	-0.6724171088094192
LZTR1	-0.6722415429893345
PTGES2	-0.6722027151141743
BTD	-0.6720834807088432
PICALM	-0.6719870425075279
DAPL1	-0.6719313084401826
KLHDC1	-0.6719012034045241
MOSPD3	-0.6717705605749332
PYCR2	-0.6717219481510365
ZNF317	-0.6717118038464285
HEY1	-0.6716600725218103
MRTO4	-0.6715822478285877
TCF20	-0.671305112309281
ADAP2	-0.67124964925798
DCUN1D2	-0.671085380590257
GPR34	-0.6708627791412014
SLC9A1	-0.6707602772077242
TP53BP2	-0.6707565230352573
NFAT5	-0.6705362116834904
ADAT1	-0.6703628423670157
ACOXL	-0.6702750821003319
DHRS4	-0.6701942276208751
PSIP1	-0.6699806036435729
SLC2A4	-0.66994396798983
PTH2	-0.6697274527223313
SETD6	-0.6696698648877127
FAH	-0.6694699891793792
TSC22D1	-0.6694010143426719
DBNDD1	-0.6692521692252031
RNASE13	-0.6690120738092571
UBAC1	-0.6689278580615133
AHCY	-0.6687915557070505
LGR5	-0.6687610933473445
SNAPC4	-0.6686662704229203
DDX46	-0.6685935797836484
CDKN2AIPNL	-0.6685374768055572
OR6N2	-0.6683772914824803
GPHN	-0.6682505816181936
PLEKHG4	-0.6682041087849431
CNTD1	-0.6681633891342645
LRPPRC	-0.6680938073273146
UBQLN4	-0.6679920247039373
LTA4H	-0.6679658258800736
FASTKD5	-0.6677298662704712
SMUG1	-0.6676014440404516
AMOT	-0.6675901487701705
HPN	-0.6675505563538858
AP2M1	-0.6675437120761415
NAPG	-0.667453449170785
ACTBL2	-0.6674241254839751
XKR8	-0.6673363969716001
HES3	-0.6673034581643089
FAM110B	-0.6669654327280511
CCDC73	-0.6668272198901878
C2orf49	-0.6667695465366178
CLPTM1	-0.6667608464584887
SNCB	-0.6666727776796209
PDCL	-0.6666417531895183
GUK1	-0.6665539007583129
NCAPG2	-0.6665072834780751
TFRC	-0.6662291017178682
CDC6	-0.6660029734580573
CREM	-0.6656227790489077
SCAMP5	-0.6655735132130867
NUDT13	-0.6655568177149662
CASP3	-0.6655119142983407
PEBP1	-0.6653961879393685
BMPR1A	-0.66539542298845
STAG2	-0.6653300540329492
NT5C2	-0.6651755945775455
EDN1	-0.6651354429843837
HK1	-0.66500460479161
ADPRH	-0.6649289674145727
NEO1	-0.6647029274393091
TRPV3	-0.6645438580604788
PEG3	-0.6643156383742712
YBX1	-0.6641622335955474
NEDD8	-0.6641611782563853
SDC4	-0.6641262143647945
RBM4	-0.6640325429347543
OR4D2	-0.6640316572159249
BANF1	-0.6639292370569451
OR5V1	-0.6638701418504117
PKD1L2	-0.663862661477518
RELL2	-0.663776130212251
CLDN3	-0.6637140658250485
CLASP1	-0.663609309035023
TNFRSF8	-0.6635683720183618
SRPK1	-0.6635454087637783
TRIM2	-0.6634965516780468
TMEM87B	-0.6634675641837654
RBMS2	-0.663400738927845
KLHL12	-0.6633546448625558
PLSCR1	-0.6632589764205811
OSBPL7	-0.6632398184864062
GALNT7	-0.6631277233464014
GCLM	-0.6628557865493794
EXOSC4	-0.6627436442741316
LSM14A	-0.6625034121805186
PCGF6	-0.662429824789745
DZIP1	-0.6624067870969872
NXF3	-0.6623422045367237
GTF2H4	-0.662296391118936
SNIP1	-0.6620945834168521
SASH1	-0.6620842319028906
PARP16	-0.6618520807117176
USP42	-0.6617362418746854
CDX4	-0.6614570189310119
SENP3	-0.6614463643911004
PER2	-0.6613209723465145
ZNF397	-0.6611628076766107
HDHD3	-0.6611614422119663
FERMT3	-0.661131892680097
SMYD3	-0.6611030420329957
POLR2F	-0.6609597784956723
TEX11	-0.6607781527520102
VEPH1	-0.6607553647208383
EYA1	-0.6607002499559026
PNPLA8	-0.6606569296648714
CXCL12	-0.6606468178032348
SLC5A9	-0.6606226704928131
TBC1D10A	-0.6605707504631537
ARL4A	-0.660534374433062
RIMS4	-0.6604975961607219
ANTXR1	-0.6604336865039849
DFFA	-0.6603216538012535
ABCB7	-0.6602530449839035
BOLA3	-0.6602326647286582
NAP1L4	-0.6602078773572261
ZFYVE21	-0.6598178685773952
SDHC	-0.6598111063071184
PEX11B	-0.6597476507137217
PES1	-0.6597369953034384
WDR7	-0.6597029415640286
OPTN	-0.6595394240307014
JAK2	-0.6595023868156084
C1orf189	-0.6593679146235444
IFT81	-0.6593085721183779
SGPL1	-0.6590922414520529
NUDT9	-0.6590507525920437
CTR9	-0.6588863871423999
RAB37	-0.658880213564407
CAPZA1	-0.658817638239837
NFE2L2	-0.658743241730029
TTLL4	-0.6585362792707325
CYP4F3	-0.6584229977420438
TEKT3	-0.6582418550518552
ARMCX6	-0.6582244865682144
TDRD1	-0.6580557327147482
FRRS1	-0.6579314155717474
CHD1	-0.6579175295076879
PARS2	-0.6578838370773455
CHUK	-0.6576503454821395
IL2RA	-0.6576207818020392
RPS6KA4	-0.6575147031610721
FETUB	-0.6574788221634873
BTBD11	-0.6574665403962595
MED4	-0.6574416767181658
OR4A15	-0.6573038833544131
KLHDC3	-0.6573000693300457
PPM1E	-0.6572843089890422
TSPAN4	-0.6572391549529669
TMEM41A	-0.657228061210814
WSB2	-0.6571494724909076
KIAA1841	-0.6570670852605428
LY6G5C	-0.656894149039909
C19orf44	-0.6567250175554376
AOC3	-0.6567175428904004
DIP2C	-0.6566795189356786
NOB1	-0.6564939898715424
ZNF248	-0.6563719822850801
SLAMF6	-0.6563265010949855
FBXO32	-0.6563016116527013
FH	-0.6562721025648905
AP3S2	-0.6561988101181049
SUMO2	-0.6560938614245608
RHAG	-0.6560305048071498
DUSP11	-0.6560266703540687
PACSIN2	-0.6558688932816922
SNTB2	-0.6557395967104758
SURF2	-0.6556199190406812
GNE	-0.655486719174449
PGM2L1	-0.6554156708340764
ADAM12	-0.6554086302243857
LTBP4	-0.6553374598044933
RBAK	-0.6550611264820895
ZCCHC7	-0.6549183801769003
OTOP2	-0.654816226047442
H1-0	-0.6546474663592472
RRAGC	-0.6546159906432175
NUDT3	-0.654598594447342
CTDP1	-0.6543933390448545
HIF1A	-0.6541392822986744
E2F6	-0.653832998137363
WDR54	-0.6536559345223518
ATP5F1D	-0.6535871690950538
SLC16A10	-0.6535158474136596
ZAN	-0.6533749133006225
APLF	-0.6531852544452492
TBC1D14	-0.6531711627014762
PRNP	-0.6531586068735369
C11orf68	-0.6530206309196825
ZNF292	-0.6529699519293748
FBXW5	-0.652968379685361
ZNF821	-0.6526828856344533
DKK1	-0.6526267307850351
OTOP1	-0.6526074134625625
GNB1	-0.6525094509680034
